Name,API_Name,Instance_Memory,vCPUs,GiB_of_Memory_per_vCPU,GPUs,Instance_Storage,On_Demand,Linux_Reserved_cost,Windows_Reserved_Cost,Windows_Spot_Cost,Service_Provider
I3EN Large,i3en.large,16.0 GiB,2 vCPUs,8.00 GiB/vCPU,0,1250 GB NVMe SSD,$0.2570 hourly,$0.1750 hourly,$0.2670 hourly,$0.1687 hourly,Amazon EC2
R5 Extra Large,r5.xlarge,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,EBS only,$0.2600 hourly,$0.1630 hourly,$0.3470 hourly,$0.2562 hourly,Amazon EC2
R6I Extra Large,r6i.xlarge,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,EBS only,$0.2600 hourly,$0.1709 hourly,$0.3549 hourly,$0.2653 hourly,Amazon EC2
R6G Double Extra Large,r6g.2xlarge,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,EBS only,$0.2600 hourly,$0.1638 hourly,unavailable,unavailable,Amazon EC2
M5AD Double Extra Large,m5ad.2xlarge,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,300 GB NVMe SSD,$0.2680 hourly,$0.1690 hourly,$0.5370 hourly,$0.4510 hourly,Amazon EC2
R7I Extra Large,r7i.xlarge,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,EBS only,$0.2730 hourly,$0.1794 hourly,$0.3634 hourly,$0.2943 hourly,Amazon EC2
R4 High-Memory Extra Large,r4.xlarge,30.5 GiB,4 vCPUs,7.62 GiB/vCPU,0,EBS only,$0.2740 hourly,$0.1722 hourly,$0.3562 hourly,$0.2566 hourly,Amazon EC2
M7GD Double Extra Large,m7gd.2xlarge,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,474 GB NVMe SSD,$0.2840 hourly,$0.1789 hourly,unavailable,unavailable,Amazon EC2
R5A Double Extra Large,r5a.2xlarge,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,EBS only,$0.2860 hourly,$0.1790 hourly,$0.5470 hourly,$0.4660 hourly,Amazon EC2
R6A Double Extra Large,r6a.2xlarge,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,EBS only,$0.2860 hourly,$0.1880 hourly,$0.5560 hourly,$0.4520 hourly,Amazon EC2
R6GD Double Extra Large,r6gd.2xlarge,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,474 GB NVMe SSD,$0.2990 hourly,$0.1883 hourly,unavailable,unavailable,Amazon EC2
R7G Double Extra Large,r7g.2xlarge,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,EBS only,$0.3003 hourly,$0.1974 hourly,unavailable,unavailable,Amazon EC2
R5D Extra Large,r5d.xlarge,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,150 GB NVMe SSD,$0.3020 hourly,$0.1900 hourly,$0.3740 hourly,$0.2719 hourly,Amazon EC2
R5N Extra Large,r5n.xlarge,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,EBS only,$0.3060 hourly,$0.1930 hourly,$0.3770 hourly,$0.2626 hourly,Amazon EC2
R6ID Extra Large,r6id.xlarge,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,237 GB NVMe SSD,$0.3172 hourly,$0.1998 hourly,$0.3838 hourly,$0.2720 hourly,Amazon EC2
IS4GEN Large,is4gen.large,12.0 GiB,2 vCPUs,6.00 GiB/vCPU,0,1875 GB NVMe SSD,$0.3275 hourly,$0.2236 hourly,unavailable,unavailable,Amazon EC2
R5AD Double Extra Large,r5ad.2xlarge,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,300 GB NVMe SSD,$0.3320 hourly,$0.2090 hourly,$0.5770 hourly,$0.4910 hourly,Amazon EC2
C6I Double Extra Large,c6i.2xlarge,16.0 GiB,8 vCPUs,2.00 GiB/vCPU,0,EBS only,$0.3400 hourly,$0.2251 hourly,$0.5931 hourly,$0.4924 hourly,Amazon EC2
C5 High-CPU Double Extra Large,c5.2xlarge,16.0 GiB,8 vCPUs,2.00 GiB/vCPU,0,EBS only,$0.3400 hourly,$0.2140 hourly,$0.5820 hourly,$0.4631 hourly,Amazon EC2
C6G Quadruple Extra Large,c6g.4xlarge,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,0,EBS only,$0.3408 hourly,$0.2147 hourly,unavailable,unavailable,Amazon EC2
C6GN Double Extra Large,c6gn.2xlarge,16.0 GiB,8 vCPUs,2.00 GiB/vCPU,0,EBS only,$0.3460 hourly,$0.2184 hourly,unavailable,unavailable,Amazon EC2
R7GD Double Extra Large,r7gd.2xlarge,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,474 GB NVMe SSD,$0.3520 hourly,$0.2218 hourly,unavailable,unavailable,Amazon EC2
I3 High I/O Extra Large,i3.xlarge,30.5 GiB,4 vCPUs,7.62 GiB/vCPU,0,950 GB NVMe SSD,$0.3540 hourly,$0.2440 hourly,$0.4280 hourly,$0.2727 hourly,Amazon EC2
C7I Double Extra Large,c7i.2xlarge,16.0 GiB,8 vCPUs,2.00 GiB/vCPU,0,EBS only,$0.3570 hourly,$0.2364 hourly,$0.6044 hourly,$0.4714 hourly,Amazon EC2
T3 Double Extra Large,t3.2xlarge,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,EBS only,$0.3584 hourly,$0.2257 hourly,$0.3729 hourly,$0.2615 hourly,Amazon EC2
C6A Quadruple Extra Large,c6a.4xlarge,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,0,EBS only,$0.3740 hourly,$0.2476 hourly,$0.9836 hourly,$0.8486 hourly,Amazon EC2
C5A Quadruple Extra Large,c5a.4xlarge,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,0,EBS only,$0.3760 hourly,$0.2370 hourly,$0.9730 hourly,$0.8505 hourly,Amazon EC2
R3 High-Memory Extra Large,r3.xlarge,30.5 GiB,4 vCPUs,7.62 GiB/vCPU,0,80 GB SSD,$0.3790 hourly,$0.2880 hourly,$0.4720 hourly,$0.2801 hourly,Amazon EC2
INF1 Double Extra Large,inf1.2xlarge,16.0 GiB,8 vCPUs,2.00 GiB/vCPU,1,EBS only,$0.3810 hourly,$0.2400 hourly,unavailable,unavailable,Amazon EC2
I4I Extra Large,i4i.xlarge,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,937 GB NVMe SSD,$0.3890 hourly,$0.2540 hourly,$0.4380 hourly,$0.2903 hourly,Amazon EC2
Z1D Extra Large,z1d.xlarge,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,150 GB NVMe SSD,$0.3920 hourly,$0.2470 hourly,$0.4310 hourly,$0.2866 hourly,Amazon EC2
C6GD Quadruple Extra Large,c6gd.4xlarge,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,0,950 GB NVMe SSD,$0.3920 hourly,$0.2470 hourly,unavailable,unavailable,Amazon EC2
C7G Quadruple Extra Large,c7g.4xlarge,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,0,EBS only,$0.3926 hourly,$0.2600 hourly,unavailable,unavailable,Amazon EC2
C5 High-CPU Double Extra Large,c5d.2xlarge,16.0 GiB,8 vCPUs,2.00 GiB/vCPU,0,200 GB NVMe SSD,$0.3960 hourly,$0.2490 hourly,$0.6170 hourly,$0.4759 hourly,Amazon EC2
T2 Double Extra Large,t2.2xlarge,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,EBS only,$0.3968 hourly,$0.2473 hourly,$0.3093 hourly,$0.1803 hourly,Amazon EC2
C4 High-CPU Double Extra Large,c4.2xlarge,15.0 GiB,8 vCPUs,1.88 GiB/vCPU,0,EBS only,$0.4000 hourly,$0.2710 hourly,$0.6390 hourly,$0.4738 hourly,Amazon EC2
M7I-FLEX Double Extra Large,m7i-flex.2xlarge,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,EBS only,$0.4030 hourly,$0.2661 hourly,$0.6157 hourly,$0.4722 hourly,Amazon EC2
M5 General Purpose Double Extra Large,m5.2xlarge,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,EBS only,$0.4040 hourly,$0.2550 hourly,$0.6230 hourly,$0.4993 hourly,Amazon EC2
M6I Double Extra Large,m6i.2xlarge,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,EBS only,$0.4040 hourly,$0.2668 hourly,$0.6348 hourly,$0.5088 hourly,Amazon EC2
M6G Quadruple Extra Large,m6g.4xlarge,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,EBS only,$0.4048 hourly,$0.2550 hourly,unavailable,unavailable,Amazon EC2
A1 Metal,a1.metal,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,0,EBS only,$0.4080 hourly,$0.2570 hourly,unavailable,unavailable,Amazon EC2
A1 Quadruple Extra Large,a1.4xlarge,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,0,EBS only,$0.4080 hourly,$0.2570 hourly,unavailable,unavailable,Amazon EC2
M4 General Purpose Double Extra Large,m4.2xlarge,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,EBS only,$0.4200 hourly,$0.2617 hourly,$0.6297 hourly,$0.4912 hourly,Amazon EC2
M7I Double Extra Large,m7i.2xlarge,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,EBS only,$0.4242 hourly,$0.2802 hourly,$0.6482 hourly,$0.4998 hourly,Amazon EC2
C5N Double Extra Large,c5n.2xlarge,21.0 GiB,8 vCPUs,2.62 GiB/vCPU,0,EBS only,$0.4320 hourly,$0.2720 hourly,$0.6400 hourly,$0.4997 hourly,Amazon EC2
M5A Quadruple Extra Large,m5a.4xlarge,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,EBS only,$0.4440 hourly,$0.2800 hourly,$1.0160 hourly,$0.8671 hourly,Amazon EC2
M6A Quadruple Extra Large,m6a.4xlarge,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,EBS only,$0.4444 hourly,$0.2935 hourly,$1.0295 hourly,$0.8808 hourly,Amazon EC2
C6IN Double Extra Large,c6in.2xlarge,16.0 GiB,8 vCPUs,2.00 GiB/vCPU,0,EBS only,$0.4536 hourly,$0.2858 hourly,$0.6538 hourly,$0.5156 hourly,Amazon EC2
C7GD Quadruple Extra Large,c7gd.4xlarge,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,0,950 GB NVMe SSD,$0.4608 hourly,$0.2903 hourly,unavailable,unavailable,Amazon EC2
M7G Quadruple Extra Large,m7g.4xlarge,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,EBS only,$0.4666 hourly,$0.3081 hourly,unavailable,unavailable,Amazon EC2
M6GD Quadruple Extra Large,m6gd.4xlarge,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,950 GB NVMe SSD,$0.4832 hourly,$0.3044 hourly,unavailable,unavailable,Amazon EC2
M5 General Purpose Double Extra Large,m5d.2xlarge,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,300 GB NVMe SSD,$0.4880 hourly,$0.3070 hourly,$0.6750 hourly,$0.5202 hourly,Amazon EC2
M6ID Double Extra Large,m6id.2xlarge,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,474 GB NVMe SSD,$0.5124 hourly,$0.3228 hourly,$0.6908 hourly,$0.5360 hourly,Amazon EC2
I3EN Extra Large,i3en.xlarge,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,2500 GB NVMe SSD,$0.5140 hourly,$0.3510 hourly,$0.5350 hourly,$0.3164 hourly,Amazon EC2
R5 Double Extra Large,r5.2xlarge,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,EBS only,$0.5200 hourly,$0.3260 hourly,$0.6940 hourly,$0.5450 hourly,Amazon EC2
R6I Double Extra Large,r6i.2xlarge,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,EBS only,$0.5200 hourly,$0.3418 hourly,$0.7098 hourly,$0.5682 hourly,Amazon EC2
R6G Quadruple Extra Large,r6g.4xlarge,128.0 GiB,16 vCPUs,8.00 GiB/vCPU,0,EBS only,$0.5200 hourly,$0.3276 hourly,unavailable,unavailable,Amazon EC2
D3 Extra Large,d3.xlarge,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,5940 GB (3 * 1980 GB NVMe HDD),$0.5240 hourly,$0.3300 hourly,$0.5140 hourly,$0.3235 hourly,Amazon EC2
M5AD Quadruple Extra Large,m5ad.4xlarge,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,600 GB (2 * 300 GB NVMe SSD),$0.5370 hourly,$0.3380 hourly,$1.0740 hourly,$0.8816 hourly,Amazon EC2
R7I Double Extra Large,r7i.2xlarge,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,EBS only,$0.5460 hourly,$0.3589 hourly,$0.7269 hourly,$0.5779 hourly,Amazon EC2
R4 High-Memory Double Extra Large,r4.2xlarge,61.0 GiB,8 vCPUs,7.62 GiB/vCPU,0,EBS only,$0.5480 hourly,$0.3445 hourly,$0.7125 hourly,$0.5443 hourly,Amazon EC2
M7GD Quadruple Extra Large,m7gd.4xlarge,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,950 GB NVMe SSD,$0.5680 hourly,$0.3578 hourly,unavailable,unavailable,Amazon EC2
R5A Quadruple Extra Large,r5a.4xlarge,128.0 GiB,16 vCPUs,8.00 GiB/vCPU,0,EBS only,$0.5720 hourly,$0.3590 hourly,$1.0950 hourly,$0.8923 hourly,Amazon EC2
R6A Quadruple Extra Large,r6a.4xlarge,128.0 GiB,16 vCPUs,8.00 GiB/vCPU,0,EBS only,$0.5720 hourly,$0.3759 hourly,$1.1119 hourly,$0.9082 hourly,Amazon EC2
G4DN Extra Large,g4dn.xlarge,16.0 GiB,4 vCPUs,4.00 GiB/vCPU,1,125 GB NVMe SSD,$0.5790 hourly,$0.3650 hourly,$0.5490 hourly,$0.3531 hourly,Amazon EC2
R6GD Quadruple Extra Large,r6gd.4xlarge,128.0 GiB,16 vCPUs,8.00 GiB/vCPU,0,950 GB NVMe SSD,$0.5979 hourly,$0.3767 hourly,unavailable,unavailable,Amazon EC2
R7G Quadruple Extra Large,r7g.4xlarge,128.0 GiB,16 vCPUs,8.00 GiB/vCPU,0,EBS only,$0.6006 hourly,$0.3947 hourly,unavailable,unavailable,Amazon EC2
R5D Double Extra Large,r5d.2xlarge,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,300 GB NVMe SSD,$0.6040 hourly,$0.3810 hourly,$0.7490 hourly,$0.5648 hourly,Amazon EC2
R5N Double Extra Large,r5n.2xlarge,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,EBS only,$0.6120 hourly,$0.3860 hourly,$0.7540 hourly,$0.5756 hourly,Amazon EC2
R6ID Double Extra Large,r6id.2xlarge,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,474 GB NVMe SSD,$0.6344 hourly,$0.3997 hourly,$0.7677 hourly,$0.5870 hourly,Amazon EC2
IS4GEN Extra Large,is4gen.xlarge,24.0 GiB,4 vCPUs,6.00 GiB/vCPU,0,3750 GB NVMe SSD,$0.6550 hourly,$0.4473 hourly,unavailable,unavailable,Amazon EC2
R5AD Quadruple Extra Large,r5ad.4xlarge,128.0 GiB,16 vCPUs,8.00 GiB/vCPU,0,600 GB (2 * 300 GB NVMe SSD),$0.6640 hourly,$0.4190 hourly,$1.1550 hourly,$0.9230 hourly,Amazon EC2
C5 High-CPU Quadruple Extra Large,c5.4xlarge,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,0,EBS only,$0.6800 hourly,$0.4280 hourly,$1.1640 hourly,$0.9143 hourly,Amazon EC2
C6I Quadruple Extra Large,c6i.4xlarge,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,0,EBS only,$0.6800 hourly,$0.4502 hourly,$1.1862 hourly,$0.9703 hourly,Amazon EC2
C6G Eight Extra Large,c6g.8xlarge,64.0 GiB,32 vCPUs,2.00 GiB/vCPU,0,EBS only,$0.6816 hourly,$0.4294 hourly,unavailable,unavailable,Amazon EC2
C6GN Quadruple Extra Large,c6gn.4xlarge,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,0,EBS only,$0.6920 hourly,$0.4368 hourly,unavailable,unavailable,Amazon EC2
R7GD Quadruple Extra Large,r7gd.4xlarge,128.0 GiB,16 vCPUs,8.00 GiB/vCPU,0,950 GB NVMe SSD,$0.7040 hourly,$0.4435 hourly,unavailable,unavailable,Amazon EC2
I3 High I/O Double Extra Large,i3.2xlarge,61.0 GiB,8 vCPUs,7.62 GiB/vCPU,0,1900 GB NVMe SSD,$0.7080 hourly,$0.4870 hourly,$0.8550 hourly,$0.5799 hourly,Amazon EC2
C7I Quadruple Extra Large,c7i.4xlarge,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,0,EBS only,$0.7140 hourly,$0.4728 hourly,$1.2087 hourly,$0.9191 hourly,Amazon EC2
C6A Eight Extra Large,c6a.8xlarge,64.0 GiB,32 vCPUs,2.00 GiB/vCPU,0,EBS only,$0.7480 hourly,$0.4953 hourly,$1.9673 hourly,$1.6982 hourly,Amazon EC2
C5A Eight Extra Large,c5a.8xlarge,64.0 GiB,32 vCPUs,2.00 GiB/vCPU,0,EBS only,$0.7520 hourly,$0.4740 hourly,$1.9460 hourly,$1.7154 hourly,Amazon EC2
R3 High-Memory Double Extra Large,r3.2xlarge,61.0 GiB,8 vCPUs,7.62 GiB/vCPU,0,160 GB SSD,$0.7580 hourly,$0.5770 hourly,$0.9450 hourly,$0.5819 hourly,Amazon EC2
I4I Double Extra Large,i4i.2xlarge,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,1875 GB NVMe SSD,$0.7790 hourly,$0.5070 hourly,$0.8750 hourly,$0.5805 hourly,Amazon EC2
Z1D Double Extra Large,z1d.2xlarge,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,300 GB NVMe SSD,$0.7840 hourly,$0.4940 hourly,$0.8620 hourly,$0.5828 hourly,Amazon EC2
C6GD Eight Extra Large,c6gd.8xlarge,64.0 GiB,32 vCPUs,2.00 GiB/vCPU,0,1900 GB NVMe SSD,$0.7840 hourly,$0.4939 hourly,unavailable,unavailable,Amazon EC2
C7G Eight Extra Large,c7g.8xlarge,64.0 GiB,32 vCPUs,2.00 GiB/vCPU,0,EBS only,$0.7853 hourly,$0.5200 hourly,unavailable,unavailable,Amazon EC2
C5 High-CPU Quadruple Extra Large,c5d.4xlarge,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,0,400 GB NVMe SSD,$0.7920 hourly,$0.4990 hourly,$1.2350 hourly,$0.9603 hourly,Amazon EC2
C4 High-CPU Quadruple Extra Large,c4.4xlarge,30.0 GiB,16 vCPUs,1.88 GiB/vCPU,0,EBS only,$0.8000 hourly,$0.5420 hourly,$1.2780 hourly,$0.9340 hourly,Amazon EC2
M7I-FLEX Quadruple Extra Large,m7i-flex.4xlarge,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,EBS only,$0.8060 hourly,$0.5323 hourly,$1.2315 hourly,$0.9443 hourly,Amazon EC2
M5 General Purpose Quadruple Extra Large,m5.4xlarge,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,EBS only,$0.8080 hourly,$0.5090 hourly,$1.2450 hourly,$1.0037 hourly,Amazon EC2
M6I Quadruple Extra Large,m6i.4xlarge,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,EBS only,$0.8080 hourly,$0.5336 hourly,$1.2696 hourly,$0.9689 hourly,Amazon EC2
M6G Eight Extra Large,m6g.8xlarge,128.0 GiB,32 vCPUs,4.00 GiB/vCPU,0,EBS only,$0.8096 hourly,$0.5100 hourly,unavailable,unavailable,Amazon EC2
D2 Extra Large,d2.xlarge,30.5 GiB,4 vCPUs,7.62 GiB/vCPU,0,6144 GB (3 * 2048 GB HDD),$0.8270 hourly,$0.4880 hourly,$0.6720 hourly,$0.4694 hourly,Amazon EC2
G4DN Double Extra Large,g4dn.2xlarge,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,1,225 GB NVMe SSD,$0.8280 hourly,$0.5210 hourly,$0.8890 hourly,$0.5922 hourly,Amazon EC2
M4 General Purpose Quadruple Extra Large,m4.4xlarge,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,EBS only,$0.8400 hourly,$0.5235 hourly,$1.2595 hourly,$0.9686 hourly,Amazon EC2
M7I Quadruple Extra Large,m7i.4xlarge,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,EBS only,$0.8484 hourly,$0.5603 hourly,$1.2963 hourly,$0.9832 hourly,Amazon EC2
X1E Extra Large,x1e.xlarge,122.0 GiB,4 vCPUs,30.50 GiB/vCPU,0,120 GB SSD,$0.8600 hourly,$0.5260 hourly,$0.7100 hourly,$0.2700 hourly,Amazon EC2
X2IEDN Extra Large,x2iedn.xlarge,128.0 GiB,4 vCPUs,32.00 GiB/vCPU,0,118 GB NVMe SSD,$0.8601 hourly,$0.5292 hourly,$0.7132 hourly,$0.2700 hourly,Amazon EC2
C5N Quadruple Extra Large,c5n.4xlarge,42.0 GiB,16 vCPUs,2.62 GiB/vCPU,0,EBS only,$0.8640 hourly,$0.5440 hourly,$1.2800 hourly,$0.9933 hourly,Amazon EC2
M6A Eight Extra Large,m6a.8xlarge,128.0 GiB,32 vCPUs,4.00 GiB/vCPU,0,EBS only,$0.8888 hourly,$0.5870 hourly,$2.0590 hourly,$1.7316 hourly,Amazon EC2
M5A Eight Extra Large,m5a.8xlarge,128.0 GiB,32 vCPUs,4.00 GiB/vCPU,0,EBS only,$0.8890 hourly,$0.5600 hourly,$2.0320 hourly,$1.7455 hourly,Amazon EC2
C6IN Quadruple Extra Large,c6in.4xlarge,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,0,EBS only,$0.9072 hourly,$0.5715 hourly,$1.3075 hourly,$1.0125 hourly,Amazon EC2
C7GD Eight Extra Large,c7gd.8xlarge,64.0 GiB,32 vCPUs,2.00 GiB/vCPU,0,1900 GB NVMe SSD,$0.9216 hourly,$0.5806 hourly,unavailable,unavailable,Amazon EC2
M7G Eight Extra Large,m7g.8xlarge,128.0 GiB,32 vCPUs,4.00 GiB/vCPU,0,EBS only,$0.9331 hourly,$0.6163 hourly,unavailable,unavailable,Amazon EC2
M6GD Eight Extra Large,m6gd.8xlarge,128.0 GiB,32 vCPUs,4.00 GiB/vCPU,0,1900 GB NVMe SSD,$0.9664 hourly,$0.6088 hourly,unavailable,unavailable,Amazon EC2
I2 Extra Large,i2.xlarge,30.5 GiB,4 vCPUs,7.62 GiB/vCPU,0,800 GB SSD,$0.9670 hourly,$0.5800 hourly,$0.7640 hourly,$0.5800 hourly,Amazon EC2
M5 General Purpose Quadruple Extra Large,m5d.4xlarge,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,600 GB (2 * 300 GB NVMe SSD),$0.9760 hourly,$0.6150 hourly,$1.3510 hourly,$0.9928 hourly,Amazon EC2
INF2 Extra Large,inf2.xlarge,16.0 GiB,4 vCPUs,4.00 GiB/vCPU,1,EBS only,$0.9857 hourly,$0.6210 hourly,unavailable,unavailable,Amazon EC2
C6G 12xlarge,c6g.12xlarge,96.0 GiB,48 vCPUs,2.00 GiB/vCPU,0,EBS only,$1.0224 hourly,$0.6441 hourly,unavailable,unavailable,Amazon EC2
M6ID Quadruple Extra Large,m6id.4xlarge,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,950 GB NVMe SSD,$1.0248 hourly,$0.6456 hourly,$1.3816 hourly,$1.0716 hourly,Amazon EC2
I3EN Double Extra Large,i3en.2xlarge,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,5000 GB (2 * 2500 GB NVMe SSD),$1.0280 hourly,$0.7020 hourly,$1.0700 hourly,$0.6462 hourly,Amazon EC2
R6I Quadruple Extra Large,r6i.4xlarge,128.0 GiB,16 vCPUs,8.00 GiB/vCPU,0,EBS only,$1.0400 hourly,$0.6835 hourly,$1.4196 hourly,$1.0462 hourly,Amazon EC2
R5 Quadruple Extra Large,r5.4xlarge,128.0 GiB,16 vCPUs,8.00 GiB/vCPU,0,EBS only,$1.0400 hourly,$0.6520 hourly,$1.3880 hourly,$1.0107 hourly,Amazon EC2
R6G Eight Extra Large,r6g.8xlarge,256.0 GiB,32 vCPUs,8.00 GiB/vCPU,0,EBS only,$1.0400 hourly,$0.6552 hourly,unavailable,unavailable,Amazon EC2
D3 Double Extra Large,d3.2xlarge,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,11880 GB (6 * 1980 GB NVMe HDD),$1.0470 hourly,$0.6600 hourly,$1.0280 hourly,$0.6641 hourly,Amazon EC2
M5AD Eight Extra Large,m5ad.8xlarge,128.0 GiB,32 vCPUs,4.00 GiB/vCPU,0,1200 GB (2 * 600 GB NVMe SSD),$1.0740 hourly,$0.6760 hourly,$2.1480 hourly,$1.7879 hourly,Amazon EC2
R7I Quadruple Extra Large,r7i.4xlarge,128.0 GiB,16 vCPUs,8.00 GiB/vCPU,0,EBS only,$1.0920 hourly,$0.7177 hourly,$1.4537 hourly,$1.0898 hourly,Amazon EC2
R4 High-Memory Quadruple Extra Large,r4.4xlarge,122.0 GiB,16 vCPUs,7.62 GiB/vCPU,0,EBS only,$1.0960 hourly,$0.6890 hourly,$1.4250 hourly,$1.0477 hourly,Amazon EC2
C6A 12xlarge,c6a.12xlarge,96.0 GiB,48 vCPUs,2.00 GiB/vCPU,0,EBS only,$1.1220 hourly,$0.7429 hourly,$2.9509 hourly,$2.5696 hourly,Amazon EC2
C5A 12xlarge,c5a.12xlarge,96.0 GiB,48 vCPUs,2.00 GiB/vCPU,0,EBS only,$1.1280 hourly,$0.7110 hourly,$2.9190 hourly,$2.5676 hourly,Amazon EC2
M7GD Eight Extra Large,m7gd.8xlarge,128.0 GiB,32 vCPUs,4.00 GiB/vCPU,0,1900 GB NVMe SSD,$1.1360 hourly,$0.7157 hourly,unavailable,unavailable,Amazon EC2
R5A Eight Extra Large,r5a.8xlarge,256.0 GiB,32 vCPUs,8.00 GiB/vCPU,0,EBS only,$1.1440 hourly,$0.7170 hourly,$2.1890 hourly,$1.7991 hourly,Amazon EC2
R6A Eight Extra Large,r6a.8xlarge,256.0 GiB,32 vCPUs,8.00 GiB/vCPU,0,EBS only,$1.1440 hourly,$0.7518 hourly,$2.2238 hourly,$1.8243 hourly,Amazon EC2
Z1D 3xlarge,z1d.3xlarge,96.0 GiB,12 vCPUs,8.00 GiB/vCPU,0,450 GB NVMe SSD,$1.1760 hourly,$0.7410 hourly,$1.2930 hourly,$0.8745 hourly,Amazon EC2
C6GD 12xlarge,c6gd.12xlarge,96.0 GiB,48 vCPUs,2.00 GiB/vCPU,0,2850 GB (2 * 1425 GB NVMe SSD),$1.1760 hourly,$0.7409 hourly,unavailable,unavailable,Amazon EC2
C7G 12xlarge,c7g.12xlarge,96.0 GiB,48 vCPUs,2.00 GiB/vCPU,0,EBS only,$1.1779 hourly,$0.7799 hourly,unavailable,unavailable,Amazon EC2
R6GD Eight Extra Large,r6gd.8xlarge,256.0 GiB,32 vCPUs,8.00 GiB/vCPU,0,1900 GB NVMe SSD,$1.1958 hourly,$0.7534 hourly,unavailable,unavailable,Amazon EC2
R7G Eight Extra Large,r7g.8xlarge,256.0 GiB,32 vCPUs,8.00 GiB/vCPU,0,EBS only,$1.2013 hourly,$0.7895 hourly,unavailable,unavailable,Amazon EC2
G5 Graphics and Machine Learning GPU Extra Large,g5.xlarge,16.0 GiB,4 vCPUs,4.00 GiB/vCPU,1,250 GB NVMe SSD,$1.2080 hourly,$0.7610 hourly,$0.9450 hourly,$0.5229 hourly,Amazon EC2
